Name	GPValue	Weight	Type
Bag of Tricks, Tan	6300	0	wondrous
Balm of Impish Grace	7500	0	wondrous
Bandages of Rapid Recovery	200	1	wondrous
Bane Baldric	10000	1	wondrous
Batrachian Helm	26000	3	wondrous
Batrachian Helm	26000	3	wondrous
Bead of Force	3000	0	wondrous
Bead of Newt Prevention	1000	0	wondrous
Beast-Bond Brand	1000	0	wondrous
BELT	0	0	wondrous
Belt of Dwarvenkind	14900	1	wondrous
Belt of Epic Strength +10	1000000	1	wondrous
Belt of Epic Strength +12	1440000	1	wondrous
Belt of Epic Strength +8	640000	1	wondrous
Belt of Equilibrium	12000	1	wondrous
Belt of Fallen Heroes	21000	1	wondrous
Belt of Foraging	6000	1	wondrous
Belt of Giant Strength +2	4000	1	wondrous
Belt of Giant Strength +4	16000	1	wondrous
Belt of Giant Strength +6	36000	1	wondrous
Belt of Incredible Dexterity +2	4000	1	wondrous
Belt of Incredible Dexterity +4	16000	1	wondrous
Belt of Incredible Dexterity +6	36000	1	wondrous
Belt of Mighty Constitution +2	4000	1	wondrous
Belt of Mighty Constitution +4	16000	1	wondrous
Belt of Mighty Constitution +6	36000	1	wondrous
Belt of Physical Might CON/DEX +2	10000	1	wondrous
Belt of Physical Might CON/DEX +4	40000	1	wondrous
Belt of Physical Might CON/DEX +6	90000	1	wondrous
Belt of Physical Might CON/STR +2	10000	1	wondrous
Belt of Physical Might CON/STR +4	40000	1	wondrous
Belt of Physical Might CON/STR +6	90000	1	wondrous
Belt of Physical Might DEX/STR +2	10000	1	wondrous
Belt of Physical Might DEX/STR +4	40000	1	wondrous
Belt of Physical Might DEX/STR +6	90000	1	wondrous
Belt of Physical Perfection +2	16000	1	wondrous
Belt of Physical Perfection +4	64000	1	wondrous
Belt of Physical Perfection +6	144000	1	wondrous
Belt of Stoneskin	60000	10	wondrous
Belt of Teeth	4000	3	wondrous
Belt of the Weasel	10000	1	wondrous
Belt of Thunderous Charging	10000	1	wondrous
Belt of Tumbling	800	1	wondrous
Belt, Monk’s	13000	1	wondrous
Beneficial Bandolier	1000	2	wondrous
Black Soul Shard	12000	0	wondrous
Bladed Belt	2000	3	wondrous
Blazing Robes	11000	1	wondrous
Blessed Book	12500	1	wondrous
Blind Mans Fold	12000	0	wondrous
Blinkback Belt	5000	2	wondrous
Boat, Folding	7200	4	wondrous
Bodywrap of Mighty Strikes +1	3000	1	wondrous
Bodywrap of Mighty Strikes +2	12000	1	wondrous
Bodywrap of Mighty Strikes +3	27000	1	wondrous
Bodywrap of Mighty Strikes +4	48000	1	wondrous
Bodywrap of Mighty Strikes +5	75000	1	wondrous
Bodywrap of Mighty Strikes +6	108000	1	wondrous
Bodywrap of Mighty Strikes +7	147000	1	wondrous
Bone Razor	5000	1	wondrous
Bonebreaker Gauntlets	6000	2	wondrous
Book of Extended Summoning (greater)	6126	1	wondrous
Book of Extended Summoning (lesser)	750	1	wondrous
Book of Extended Summoning (std)	2750	1	wondrous
Book of the Loremaster	15000	2	wondrous
Bookmark of Deception	1500	0	wondrous
Bookplate of Recall	1000	0	wondrous
BOOTS	0	0	wondrous
Boots of Elvenkind	2500	1	wondrous
Boots of Escape	8000	1	wondrous
Boots of Friendly Terrain	2400	1	wondrous
Boots of Levitation	7500	1	wondrous
Boots of Speed	12000	1	wondrous
Boots of Striding & Springing	5500	1	wondrous
Boots of Swiftness	256000	1	wondrous
Boots of Teleportation	49000	3	wondrous
Boots of the Cat	1000	1	wondrous
Boots of the Enduring March	1500	2	wondrous
Boots of the Mastodon	10500	2	wondrous
Boots of the Mire	3500	1	wondrous
Boots of the Winterlands	2500	1	wondrous
Boots, Winged	16000	1	wondrous
Boro Bead (1st lvl extracts)	1000	0	wondrous
Boro Bead (2nd lvl extracts)	4000	0	wondrous
Boro Bead (3rd lvl extracts)	9000	0	wondrous
Boro Bead (4th lvl extracts)	16000	0	wondrous
Boro Bead (5th lvl extracts)	25000	0	wondrous
Boro Bead (6th lvl extracts)	36000	0	wondrous
Bottle of Air	7250	2	wondrous
Bottle of Messages	300	1	wondrous
Bottle of Shadows	7000	0	wondrous
Bottled Misfortune	500	1	wondrous
Bottled Yeti Fur	800	0	wondrous
Boundary Chalk	10000	0	wondrous
Bowl of Commanding Water Elementals	100000	3	wondrous
Bowl of Conjuring Water Elementals	90000	3	wondrous
Bracelet of Bargaining	14500	1	wondrous
Bracelet of Friends	19000	0.1	wondrous
Bracelet of Mercy	15000	0.1	wondrous
Bracelet of Second Chances	15750	1	wondrous
BRACERS	0	0	wondrous
Bracers of Archery, Greater	25000	1	wondrous
Bracers of Archery, Greater (proficient)	25000	1	wondrous
Bracers of Archery, Lesser	5000	1	wondrous
Bracers of Archery, Lesser (proficient)	5000	1	wondrous
Bracers of Armor +1	1000	1	wondrous
Bracers of Armor +11	1210000	1	wondrous
Bracers of Armor +12	1440000	1	wondrous
Bracers of Armor +13	1690000	1	wondrous
Bracers of Armor +14	1960000	1	wondrous
Bracers of Armor +15	2250000	1	wondrous
Bracers of Armor +2	4000	1	wondrous
Bracers of Armor +3	9000	1	wondrous
Bracers of Armor +4	16000	1	wondrous
Bracers of Armor +5	25000	1	wondrous
Bracers of Armor +6	36000	1	wondrous
Bracers of Armor +7	49000	1	wondrous
Bracers of Armor +8	64000	1	wondrous
Bracers of Epic Health +10	1000000	1	wondrous
Bracers of Epic Health +12	1440000	1	wondrous
Bracers of Epic Health +8	640000	1	wondrous
Bracers of Falcons Aim	4000	1	wondrous
Bracers of Relentless Might	4384000	1	wondrous
Bracers of Steadiness	2000	2	wondrous
Bracers of Sworn Vengence	25000	1	wondrous
Bracers of the Avenging Knight	11500	1	wondrous
Bracers of the Glib Entertainer	4900	1	wondrous
Bracers of the Merciful Knight	15600	1	wondrous
Brazier of Commanding Fire Elementals	100000	5	wondrous
Brazier of Conjuring Fire Elementals	90000	5	wondrous
Brooch of Amber Sparks	16800	1	wondrous
Brooch of Shielding	1500	0	wondrous
Broom of Flying	17000	3	wondrous
Buffering Cap	2000	1	wondrous
Buffering Cap	2000	1	wondrous
Burglar Boots (Major)	46000	0.5	wondrous
Burglar Boots (Minor)	4000	0.5	wondrous
Burglars Bracers	1050	1	wondrous
Cabinet of Feasting	288000	20	wondrous
Cackling Hags Blouse	6000	2	wondrous
Caltrop Boots	10000	2	wondrous
Campfire Bead	720	0	wondrous
Candle of Clean Air	7500	0	wondrous
Candle of Invocation	8400	0.5	wondrous
Candle of Truth	2500	0.5	wondrous
Cap of Human Guise	800	0	wondrous
Cap of Human Guise	800	0	wondrous
Cap of Light	900	0	wondrous
Cap of Light	900	0	wondrous
Cap of the Free Thinker	12000	0	wondrous
Cap of the Free Thinker	12000	0	wondrous
Cape of Bravado	7000	1	wondrous
Cape of Effulgent Escape	14000	1	wondrous
Cape of the Mountebank	10800	1	wondrous
Carcanet of Detention	7200	0	wondrous
Carpet of Flying, 10x10	60000	10	wondrous
Carpet of Flying, 5x10	35000	15	wondrous
Carpet of Flying, 5x5	20000	8	wondrous
Cassock of the Clergy	4600	1	wondrous
Cassock of the Clergy (Cleric)	4600	1	wondrous
Cassock of the Clergy (Druid)	4600	1	wondrous
Cassock of the Clergy (Inquisitor)	4600	1	wondrous
Cassock of the Clergy (Oracle)	4600	1	wondrous
Catching Cape	200	3	wondrous
Cats Eye Crown	18000	1	wondrous
Cats Eye Crown	18000	1	wondrous
Cauldron of Brewing	3000	5	wondrous
Cauldron of Flying	40000	100	wondrous
Cauldron of Plenty	15000	25	wondrous
Cauldron of Resurrection	33000	35	wondrous
Cauldron of Seeing	42000	5	wondrous
Cauldron of the Dead	30000	35	wondrous
Cautionary Creance	4000	2	wondrous
Censer of Conjuring Air Elementals	90000	1	wondrous
Censer of Controlling Air Elementals	100000	1	wondrous
Chalice of Poison Weeping	8000	1	wondrous
Challengers Gloves	2200	0	wondrous
Chaos Diamond	160000	1	wondrous
Chaos Emerald	25000	1	wondrous
Charlatans Cape	45000	1	wondrous
Charm Bracelet	8000	1	wondrous
Chime of Interruption	16800	1	wondrous
Chime of Opening	3000	1	wondrous
Chime of Resounding Silence	10000	1	wondrous
Circlet of Blasting, Major	23760	0	wondrous
Circlet of Blasting, Minor	6480	0	wondrous
Circlet of Mindsight	22000	0	wondrous
Circlet of Mindsight	22000	0	wondrous
Circlet of Persuasion	4500	0	wondrous
Clamor Box	2000	2	wondrous
Claws of the Ice Bear	1300	1	wondrous
CLOAK	0	0	wondrous
Cloak of Arachnida	14000	1	wondrous
Cloak of Charisma +2	4000	2	wondrous
Cloak of Charisma +4	16000	2	wondrous
Cloak of Charisma +6	36000	2	wondrous
Cloak of Displacement, Major	50000	1	wondrous
Cloak of Displacement, Minor	24000	1	wondrous
Cloak of Elvenkind	2500	1	wondrous
Cloak of Epic Charisma +10	1000000	1	wondrous
Cloak of Epic Charisma +12	1440000	1	wondrous
Cloak of Epic Charisma +8	640000	1	wondrous
Cloak of Etherealness	55000	1	wondrous
Cloak of Fangs	2800	1	wondrous
Cloak of Fiery Vanishing	2600	1	wondrous
Cloak of Human Guise	900	1	wondrous
Cloak of Resistance +1	1000	1	wondrous
Cloak of Resistance +10	1000000	1	wondrous
Cloak of Resistance +2	4000	1	wondrous
Cloak of Resistance +3	9000	1	wondrous
Cloak of Resistance +4	16000	1	wondrous
Cloak of Resistance +5	25000	1	wondrous
Cloak of Resistance +6	360000	1	wondrous
Cloak of Resistance +7	490000	1	wondrous
Cloak of Resistance +8	640000	1	wondrous
Cloak of Resistance +9	810000	1	wondrous
Cloak of the Bat	26000	1	wondrous
Cloak of the Diplomat	20000	1	wondrous
Cloak of the Duskwalker	10000	1	wondrous
Cloak of the Hedge Wizard	2500	1	wondrous
Cloak of the Hedge Wizard (Abjuration)	2500	1	wondrous
Cloak of the Hedge Wizard (Conjuration)	2500	1	wondrous
Cloak of the Hedge Wizard (Divination)	2500	1	wondrous
Cloak of the Hedge Wizard (Enchantment)	2500	1	wondrous
Cloak of the Hedge Wizard (Evocation)	2500	1	wondrous
Cloak of the Hedge Wizard (Illusion)	2500	1	wondrous
Cloak of the Hedge Wizard (Necromancy)	2500	1	wondrous
Cloak of the Hedge Wizard (Transmutation)	2500	1	wondrous
Cloak of the Manta Ray	7200	1	wondrous
Cloak of the Scuttling Rat	6000	1	wondrous
Cocoon Cloak	10000	1	wondrous
Coin of the Untrodden Road	6000	0	wondrous
Collar of the True Companion	10000	1	wondrous
Comforts Cloak	15600	1	wondrous
Concealing Pocket	1000	0	wondrous
Construct Channel Brick	10000	1	wondrous
Cord of Stubborn Resolve	15000	1	wondrous
Corset of Dire Witchcraft	22000	1	wondrous
Corset of the Vishkanya	3000	1	wondrous
Cowardly Crouching Cloak	1800	4	wondrous
Crown of Blasting, Major	23760	1	wondrous
Crown of Blasting, Minor	6480	1	wondrous
Crown of Conquest	24600	3	wondrous
Crown of Conquest	24600	3	wondrous
Crown of Heaven	150000	5	wondrous
Crown of Heaven	150000	5	wondrous
Crown of Swords	6000	3	wondrous
Crown of Swords	6000	3	wondrous
Crystal ball	42000	7	wondrous
Crystal ball with detect thoughts	51000	7	wondrous
Crystal ball with see invisibility	50000	7	wondrous
Crystal ball with telepathy	70000	7	wondrous
Crystal ball with true seeing	80000	7	wondrous
Crystal of Healing Hands	12000	1	wondrous
Cube of Force	62000	0	wondrous
Cube of Frost Resistance	27000	0	wondrous
Cubic Gate	164000	0	wondrous
Daredevil Boots	1400	1	wondrous
Darklands Goggles	20000	0	wondrous
Darkskull	60000	5	wondrous
Deadshot Vest	6000	1	wondrous
Deathwatch Eyes	2000	0	wondrous
Decanter of Endless Water	9000	2	wondrous
Deck of Illusions	8100	0.5	wondrous
Defoliant Polish	800	0	wondrous
Deliquescent Gloves	8000	1	wondrous
Demonspike Pauldrons	14350	8	wondrous
Dimensional Shackles	28000	5	wondrous
Doomharp	10000	5	wondrous
Dowsing Syrup	1000	0.5	wondrous
Dragonbone Divination Sticks	6400	1	wondrous
Dragonfoe Amulet	20000	1	wondrous
Drinking Horn of Bottomless Valor	24000	2	wondrous
Druids Vestment	3750	0	wondrous
Drum of Advance and Retreat	10000	5	wondrous
Drums of Haste	45000	5	wondrous
Drums of Panic	30000	10	wondrous
Dry Load Powder Horn	2000	1	wondrous
Dryad Sandals	24000	1	wondrous
Duelists Vambraces	8000	2	wondrous
Dust of Acid Consumption	1600	0	wondrous
Dust of Appearance	1800	0	wondrous
Dust of Darkness	600	0	wondrous
Dust of Disappearance	3500	0	wondrous
Dust of Dryness	850	0	wondrous
Dust of Emulation	800	0	wondrous
Dust of Illusion	1200	0	wondrous
Dust of Tracelessness	250	0	wondrous
Dust of Weighty Burdens	3600	3	wondrous
Eagle Cape	7000	1	wondrous
Earth Root Boots	8000	2	wondrous
Efficient Quiver	1800	2	wondrous
Efreeti Bottle	145000	1	wondrous
Eidolon Anchoring harness	6000	1	wondrous
Elemental Earth Belt	24000	3	wondrous
Elemental Gem	2250	0	wondrous
ELIXIR	0	0	wondrous
Elixir of Dragon Breath	1400	0	wondrous
Elixir of Fire Breath	1100	0	wondrous
Elixir of Hiding	250	0	wondrous
Elixir of Love	150	0	wondrous
Elixir of Sneaking	250	0	wondrous
Elixir of Swimming	250	0	wondrous
Elixir of Truth	500	0	wondrous
Elixir of Tumbling	250	0	wondrous
Elixir of Vision	250	0	wondrous
Embalming Thread	10000	0	wondrous
Endless Bandolier	1500	2	wondrous
Engineers Workgloves	3000	0	wondrous
Enmity Fetish	40000	1	wondrous
Equestrian Belt	3200	1	wondrous
Escape Ladder	4000	1	wondrous
Eversmoking Bottle	5400	1	wondrous
Everwake Amulet	8000	1	wondrous
Exorcists Aspergillum	8000	1	wondrous
Eye of the Void	10000	1	wondrous
Eyes of Charming	56000	0	wondrous
Eyes of Doom	25000	0	wondrous
Eyes of Eyebite	30000	0	wondrous
Eyes of Keen Sight	6000	0	wondrous
Eyes of Petrification	98000	0	wondrous
Eyes of the Dragon	110000	0	wondrous
Eyes of the Eagle	2500	0	wondrous
Eyes of the Owl	4000	0	wondrous
Far-Reaching Sight	4000	q	wondrous
Feather Step Slippers	2000	1	wondrous
Feather Token (Anchor)	50	0	wondrous
Feather Token (Bird)	300	0	wondrous
Feather Token (Fan)	200	0	wondrous
Feather Token (Swan Boat)	450	0	wondrous
Feather Token (Tree)	400	0	wondrous
Feather Token (Whip)	500	0	wondrous
Feychild Necklace	6000	0.5	wondrous
Fig. of Wondrous Power (Bronze Griffon)	10000	1	wondrous
Fig. of Wondrous Power (Ebony Fly)	10000	1	wondrous
Fig. of Wondrous Power (Golden Lions)	16500	1	wondrous
Fig. of Wondrous Power (Ivory Goats)	21000	1	wondrous
Fig. of Wondrous Power (Marble Elephant)	17000	1	wondrous
Fig. of Wondrous Power (Obsidian Steed)	28500	1	wondrous
Fig. of Wondrous Power (Onyx Dog)	15500	1	wondrous
Fig. of Wondrous Power (Serpentine Owl)	9100	1	wondrous
Fig. of Wondrous Power (Silver Raven)	3800	1	wondrous
Fig. of Wondrous Power (Slate Spider)	10000	1	wondrous
Flying Ointment	2250	0	wondrous
Forge Fist Amulet	13000	1	wondrous
Form-fixing Gauntlets	8000	0.5	wondrous
Formula Alembic	200	2	wondrous
Frost Fist Amulet	10000	1	wondrous
Gate Key	378000	1	wondrous
Gauntlet of Rust	11500	2	wondrous
Gauntlet of Rust (Greater)	34500	1	wondrous
Gauntlets of Ogre Power	4000	4	wondrous
Gauntlets of Skill at Arms	30000	1	wondrous
Gauntlets of the Skilled Maneuver	4000	1	wondrous
Gauntlets of the Weaponmaster	110000	5	wondrous
Gem of Brightness	13000	0	wondrous
Gem of Seeing	75000	0	wondrous
Getaway Boots	30000	1	wondrous
Ghostvision Gloves	4000	0	wondrous
Giant Fist Gauntlets	20000	5	wondrous
Glove of Storing	10000	0	wondrous
GLOVES	0	0	wondrous
Gloves of Arcane Striking	5000	1	wondrous
Gloves of Arrow Snaring	4000	0	wondrous
Gloves of Dexterity +2	4000	0	wondrous
Gloves of Dexterity +4	16000	0	wondrous
Gloves of Dexterity +6	36000	0	wondrous
Gloves of Dueling	15000	0	wondrous
Gloves of Epic Dexterity +10	1000000	0	wondrous
Gloves of Epic Dexterity +12	1440000	0	wondrous
Gloves of Epic Dexterity +8	640000	0	wondrous
Gloves of Larceny	2500	1	wondrous
Gloves of Reconnaissance	2000	0	wondrous
Gloves of Shaping	10000	0	wondrous
Gloves of Swimming & Climbing	6250	0	wondrous
Gloves of Swimming And Climbing	6250	0	wondrous
Gloves of the Commanding Conjurer	30000	0	wondrous
Gloves of the Shortened Path	27000	0	wondrous
Glowing Glove	2000	0	wondrous
Glyphbane Gloves	9000	0	wondrous
Goblin Fire Drum (greater)	4500	1	wondrous
Goblin Fire Drum (normal)	2000	1	wondrous
Goblin Skull Bomb	1200	1	wondrous
Goggles of Brilliant Light	8800	0	wondrous
Goggles of Elvenkind	8500	0	wondrous
Goggles of Minute Seeing	1250	0	wondrous
Goggles of Night	12000	0	wondrous
Golem Manual (Clay)	12000	5	wondrous
Golem Manual (Flesh)	8000	5	wondrous
Golem Manual (Iron)	35000	5	wondrous
Golem Manual (Stone Guardian)	44000	5	wondrous
Golem Manual (Stone)	22000	5	wondrous
Golembane Scarab	2500	0	wondrous
Gorgon Belt	23000	1	wondrous
Grapplers Mask	5000	2	wondrous
Grave Salt	1100	5	wondrous
Gravewatch Pendant	8000	1	wondrous
Greater Belt of Mighty Hurling	42000	1	wondrous
Greater Monkey Belt	18000	1	wondrous
Greater Plague Rat Belt	11200	1	wondrous
Greater Serpent Belt	20000	1	wondrous
Grim Lantern	5800	2	wondrous
Guardian Gorget	12000	1	wondrous
Gunfighters Poncho	14000	1	wondrous
Gunmans Duster	36000	5	wondrous
Halo of Inner Calm	16000	1	wondrous
Halo of Inner Calm	16000	1	wondrous
Halo of Menace	84000	1	wondrous
Halo of Menace	84000	1	wondrous
Hand of Glory	8000	2	wondrous
Hand of Stone	27000	2	wondrous
Hand of the Mage	900	2	wondrous
Handy Haversack	2000	5	wondrous
Harp of Charming	7500	5	wondrous
Harp of Contagion	13000	5	wondrous
Harp of Shattering	8000	5	wondrous
Hat of Disguise	1800	0	wondrous
Haunted Shoes	6480	1	wondrous
HEADBAND	0	0	wondrous
Headband of Alluring Charisma +2	4000	1	wondrous
Headband of Alluring Charisma +4	16000	1	wondrous
Headband of Alluring Charisma +6	36000	1	wondrous
Headband of Epic Intellect +10	1000000	0	wondrous
Headband of Epic Intellect +12	1440000	0	wondrous
Headband of Epic Intellect +8	640000	0	wondrous
Headband of Inspired Wisdom +2	4000	1	wondrous
Headband of Inspired Wisdom +4	16000	1	wondrous
Headband of Inspired Wisdom +6	36000	1	wondrous
Headband of Intellect +2	4000	1	wondrous
Headband of Intellect +4	16000	1	wondrous
Headband of Intellect +6	36000	1	wondrous
Headband of Mental Prowess CHA/INT +2	10000	1	wondrous
Headband of Mental Prowess CHA/INT +4	40000	1	wondrous
Headband of Mental Prowess CHA/INT +6	90000	1	wondrous
Headband of Mental Prowess CHA/WIS +2	10000	1	wondrous
Headband of Mental Prowess CHA/WIS +4	40000	1	wondrous
Headband of Mental Prowess CHA/WIS +6	90000	1	wondrous
Headband of Mental Prowess INT/WIS +2	10000	1	wondrous
Headband of Mental Prowess INT/WIS +4	40000	1	wondrous
Headband of Mental Prowess INT/WIS +6	90000	1	wondrous
Headband of Mental Superiority +2	16000	1	wondrous
Headband of Mental Superiority +4	64000	1	wondrous
Headband of Mental Superiority +6	144000	1	wondrous
Headband of Vast Intelligence +2	4000	1	wondrous
Headband of Vast Intelligence +4	16000	1	wondrous
Headband of Vast Intelligence +6	36000	1	wondrous
Healers Gloves	2500	0	wondrous
Heavyload Belt	2000	3	wondrous
HELM	0	0	wondrous
Helm of Brilliance	125000	3	wondrous
Helm of Brilliance (Lesser)	36000	3	wondrous
Helm of Brilliance (Lesser)	36000	3	wondrous
Helm of Comprehend Lang. & Read Magic	5200	3	wondrous
Helm of Comprehend Languages and Read Magic	5200	3	wondrous
Helm of Comprehend Languages and Read Magic	5200	3	wondrous
Helm of Electric Radiance	125000	3	wondrous
Helm of Electric Radiance	125000	3	wondrous
Helm of Fearsome Mien	5000	4	wondrous
Helm of Telepathy	27000	3	wondrous
Helm of Teleportation	73500	3	wondrous
Helm of the Mammoth Lord	8500	3	wondrous
Helm of the Mammoth Lord	8500	3	wondrous
Helm of Underwater Action	24000	3	wondrous
Hexing Doll	2500	1	wondrous
Highwaymans Cape	32500	1	wondrous
Highwaymans Cape (Bright Side)	32500	1	wondrous
Highwaymans Cape (Dappled Side)	32500	1	wondrous
HORN	0	0	wondrous
Horn of Antagonism	20000	4	wondrous
Horn of Battle Clarity	6000	2	wondrous
Horn of Blasting	20000	1	wondrous
Horn of Blasting, Greater	70000	1	wondrous
Horn of Fog	2000	1	wondrous
Horn of Goodness/Evil	6500	1	wondrous
Horn of Judgement	15000	1	wondrous
Horn of the Huntmaster	5000	5	wondrous
Horn of the Tritons	15100	2	wondrous
Horn of Valhalla (Brass)	50000	2	wondrous
Horn of Valhalla (Bronze)	50000	2	wondrous
Horn of Valhalla (Iron)	50000	2	wondrous
Horn of Valhalla (Silver)	50000	2	wondrous
Horsemasters Saddle	12000	5	wondrous
Horseshoes of a Zephyr	6000	4	wondrous
Horseshoes of Crushing Blows +1	4000	4	wondrous
Horseshoes of Crushing Blows +2	16000	4	wondrous
Horseshoes of Crushing Blows +3	36000	4	wondrous
Horseshoes of Crushing Blows +4	64000	4	wondrous
Horseshoes of Crushing Blows +5	100000	4	wondrous
Horseshoes of Glory	39600	12	wondrous
Horseshoes of Speed	3000	12	wondrous
Horseshoes of the Mist	27000	12	wondrous
Horseshoes of the Peerless Steed	217000	4	wondrous
Hourglass of Last Chances	10000	0	wondrous
Howling Helm	22600	2	wondrous
Howling Helm	22600	2	wondrous
Hunters Cloak	7500	1	wondrous
Hybridization Funnel	200	2	wondrous
Incense of Meditation	4900	1	wondrous
Incense of Transcendence	1000	1	wondrous
Inquisitors Bastion Vambraces	4000	3	wondrous
Inquisitors Monocle	6800	0	wondrous
Insignia of Valor	8000	0	wondrous
Insistent Doorknocker	5000	2	wondrous
Instant Bridge	7000	5	wondrous
Instant Fortress	50000	0	wondrous
IOUN STONE	0	0	wondrous
Ioun Stone, Clear	4000	0	wondrous
Ioun Stone, Dark blue	10000	0	wondrous
Ioun Stone, Deep red	8000	0	wondrous
Ioun Stone, Dusty rose	5000	0	wondrous
Ioun Stone, Incandescent blue	8000	0	wondrous
Ioun Stone, Iridescent	18000	0	wondrous
Ioun Stone, Lavender and green	40000	0	wondrous
Ioun Stone, Orange	30000	0	wondrous
Ioun Stone, Pale blue	8000	0	wondrous
Ioun Stone, Pale green	30000	0	wondrous
Ioun Stone, Pale lavender	20000	0	wondrous
Ioun Stone, Pearly white	20000	0	wondrous
Ioun Stone, Pink	8000	0	wondrous
Ioun Stone, Pink & green	8000	0	wondrous
Ioun Stone, Scarlet & blue	8000	0	wondrous
Ioun Stone, Vibrant purple	36000	0	wondrous
Ioun Torch	75	0	wondrous
Iron Bands of Binding	26000	1	wondrous
Iron Circlet of Guarded Souls	30000	1	wondrous
Iron Circlet of Guarded Souls	30000	1	wondrous
Iron Cobra Gauntlet	8000	1	wondrous
Iron Flask	170000	1	wondrous
Iron Rope	750	1	wondrous
Iron Spike of Safe Passage	2000	2	wondrous
Jaunt Boots	7200	2	wondrous
Jellyfish Cape	19200	1	wondrous
Jingasa of the Fortunate Soldier	5000	3	wondrous
Jingasa of the Fortunate Soldier	5000	3	wondrous
Judges Wig	59200	0	wondrous
Judges Wig	59200	0	wondrous
Juggernauts Pauldrons	40000	1	wondrous
Key of Lock Jamming	400	0.5	wondrous
Ki Mat	10000	3	wondrous
Kinsight Goggles	7500	1	wondrous
Knights Pennon: Battle	4500	1	wondrous
Knights Pennon: Honor	2200	1	wondrous
Knights Pennon: Parley	4500	1	wondrous
Lantern of Revealing	30000	2	wondrous
Last Leaves of the Autumn Dryad	52000	0	wondrous
Laurel of Command	30000	0	wondrous
Laurel of Command	30000	0	wondrous
Lens of Detection	3500	1	wondrous
Lenses of Detection	3500	1	wondrous
Lenses of Figment Piercing	12000	0	wondrous
Lesser Belt of Mighty Hurling	14000	1	wondrous
Life Link Badge	6000	1	wondrous
Lion Cloak	12000	1	wondrous
Loathsome Mirror	9000	10	wondrous
Longarm Bracers	7200	1	wondrous
Lords Banner: Crusades	100000	3	wondrous
Lords Banner: Swiftness	10000	3	wondrous
Lords Banner: Terror	56000	3	wondrous
Lords Banner: Victory	75000	3	wondrous
Luckstone	20000	0	wondrous
Lyre of Building	13000	5	wondrous
Magicians Hat	20000	0	wondrous
Magicians Hat	20000	0	wondrous
Magnetists Gloves	6000	0	wondrous
Malleable Symbol	10000	1	wondrous
Mallet of Building	5000	2	wondrous
Manacles of Cooperation	2000	2	wondrous
Mantle of Epic Spell Resistance	290000	1	wondrous
Mantle of Faith	76000	0	wondrous
Mantle of Great Stealth	242000	1	wondrous
Mantle of Immortality	50000	1	wondrous
Mantle of Spell Resistance	90000	0	wondrous
Mantle of Spores	13400	1	wondrous
MANUAL	0	0	wondrous
Manual of Bodily Health +1	27500	5	wondrous
Manual of Bodily Health +2	55000	5	wondrous
Manual of Bodily Health +3	82500	5	wondrous
Manual of Bodily Health +4	110000	5	wondrous
Manual of Bodily Health +5	137500	5	wondrous
Manual of Gainful Exercise +1	27500	5	wondrous
Manual of Gainful Exercise +2	55000	5	wondrous
Manual of Gainful Exercise +3	82500	5	wondrous
Manual of Gainful Exercise +4	110000	5	wondrous
Manual of Gainful Exercise +5	137500	5	wondrous
Manual of Quickness of Action +1	27500	5	wondrous
Manual of Quickness of Action +2	55000	5	wondrous
Manual of Quickness of Action +3	82500	5	wondrous
Manual of Quickness of Action +4	110000	5	wondrous
Manual of Quickness of Action +5	137500	5	wondrous
Manual of War	7500	2	wondrous
Martyrs Tear	6000	0	wondrous
Marvelous Pigments	4000	0	wondrous
Mask of A Thousand Tomes	10000	1	wondrous
Mask of A Thousand Tomes	10000	1	wondrous
Mask of Giants: Greater	90000	1	wondrous
Mask of Giants: Lesser	30000	1	wondrous
Mask of Stony Demeanor	500	4	wondrous
Mask of Stony Demeanor	500	4	wondrous
Mask of the Krenshar	7200	1	wondrous
Mask of the Krenshar	7200	1	wondrous
Mask of the Skull	22000	3	wondrous
Masters Perfect Golden Bell	20000	10	wondrous
Mattock of the Titans	23348	120	wondrous
Maul of the Titans	12805	160	wondrous
Maw of the Wyrm	18000	3	wondrous
Maw of the Wyrm	18000	3	wondrous
Maw of the Wyrm (Black)	18000	3	wondrous
Maw of the Wyrm (Black)	18000	3	wondrous
Maw of the Wyrm (Blue)	18000	3	wondrous
Maw of the Wyrm (Blue)	18000	3	wondrous
Maw of the Wyrm (Green)	18000	3	wondrous
Maw of the Wyrm (Green)	18000	3	wondrous
Maw of the Wyrm (Red)	18000	3	wondrous
Maw of the Wyrm (Red)	18000	3	wondrous
Maw of the Wyrm (White)	18000	3	wondrous
Maw of the Wyrm (White)	18000	3	wondrous
Medallion of Thoughts	12000	0	wondrous
Medusa Mask	10000	1	wondrous
Medusa Mask	10000	1	wondrous
Merciful Baldric	60000	2	wondrous
Merciful Vambraces	8000	3	wondrous
Merform Belt	32000	2	wondrous
Meridian Belt	1000	1	wondrous
Migrus Locker	10000	20	wondrous
Mind Sentinel Medallion	3500	0	wondrous
Mindmasters Eyes	95000	0	wondrous
Minotaur Belt	11000	1	wondrous
Mirror of Guarding Reflections	7000	4	wondrous
Mirror of Life Trapping	200000	50	wondrous
Mirror of Mental Prowess	175000	40	wondrous
Mirror of Opposition	92000	45	wondrous
Misers Mask	3000	1	wondrous
Misers Mask	3000	1	wondrous
